StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1,Q7_2,Q8_1,Q8_2,Q9_1,Q9_2,Q10_1,Q10_2,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q28
23/01/2021 11:21,23/01/2021 11:34,IP Address,100,783,TRUE,23/01/2021 11:34,R_1NEL85sidTYbwTx,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),acceptable,acceptable,somewhat not acceptable,totally acceptable,totally acceptable,totally acceptable,totally acceptable,somewhat acceptable,neutral,not acceptable,totally acceptable,totally acceptable,agree,strongly agree,agree,agree,agree,strongly agree,strongly agree,Don't know,agree,(B) a 10% chance of getting 3.85€ and a 90% chance of getting 0.10€,(B) a 20% chance of getting 3.85€ and a 80% chance of getting 0.10€,(B) a 30% chance of getting 3.85€ and a 70% chance of getting 0.10€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,21-34,Germany,Master / diploma,Employed,"more than 5,000 Euro"
23/01/2021 11:32,23/01/2021 11:45,IP Address,100,743,TRUE,23/01/2021 11:45,R_1mfqoTkyMLOvxLX,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),somewhat acceptable,acceptable,acceptable,totally acceptable,neutral,acceptable,totally acceptable,not at all acceptable,not acceptable,totally acceptable,totally acceptable,not at all acceptable,agree,agree,agree,strongly agree,strongly agree,agree,agree,somewhat agree,agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(A) a 90% chance of getting 2€ and a 10% chance of getting 1.60€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,65+,Germany,Master / diploma,Retired,"3,601 - 5,000 Euro"
23/01/2021 11:41,23/01/2021 11:53,IP Address,100,691,TRUE,23/01/2021 11:53,R_1DHGAzToivNbQL0,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",somewhat acceptable,somewhat acceptable,acceptable,acceptable,acceptable,acceptable,acceptable,not acceptable,totally acceptable,acceptable,totally acceptable,somewhat not acceptable,somewhat agree,agree,agree,agree,neutral,disagree,agree,strongly agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Germany,Doctorate / PhD,Employed,"more than 5,000 Euro"
23/01/2021 11:43,23/01/2021 12:00,IP Address,100,1005,TRUE,23/01/2021 12:00,R_xEoRUUfzSQyGKCR,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),neutral,acceptable,totally acceptable,not acceptable,totally acceptable,acceptable,acceptable,somewhat not acceptable,acceptable,somewhat acceptable,acceptable,acceptable,agree,agree,neutral,neutral,somewhat agree,somewhat agree,agree,neutral,neutral,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Germany,Doctorate / PhD,Employed,"more than 5,000 Euro"
23/01/2021 12:05,23/01/2021 12:14,IP Address,100,571,TRUE,23/01/2021 12:14,R_YPQ1EPXbZup8akx,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",somewhat acceptable,somewhat acceptable,somewhat not acceptable,acceptable,acceptable,acceptable,acceptable,somewhat not acceptable,totally acceptable,acceptable,acceptable,not acceptable,somewhat agree,agree,somewhat disagree,strongly agree,somewhat disagree,agree,strongly agree,somewhat disagree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Germany,Doctorate / PhD,Employed,"3,601 - 5,000 Euro"
23/01/2021 12:09,23/01/2021 12:15,IP Address,100,354,TRUE,23/01/2021 12:15,R_2YCVDbpFCL1yWGI,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",somewhat acceptable,acceptable,acceptable,totally acceptable,somewhat acceptable,acceptable,not acceptable,acceptable,not acceptable,totally acceptable,somewhat acceptable,somewhat not acceptable,strongly agree,agree,disagree,strongly agree,agree,agree,strongly agree,agree,somewhat agree,(B) a 10% chance of getting 3.85€ and a 90% chance of getting 0.10€,(B) a 20% chance of getting 3.85€ and a 80% chance of getting 0.10€,(B) a 30% chance of getting 3.85€ and a 70% chance of getting 0.10€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Switzerland,Master / diploma,Employed,"more than 5,000 Euro"
23/01/2021 12:05,23/01/2021 12:16,IP Address,100,650,TRUE,23/01/2021 12:16,R_SQ6p1mU9l4uKnL3,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),acceptable,somewhat acceptable,totally acceptable,somewhat acceptable,acceptable,not acceptable,somewhat acceptable,not acceptable,acceptable,somewhat acceptable,acceptable,acceptable,disagree,somewhat disagree,neutral,Don't know,somewhat agree,agree,Don't know,somewhat agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Lebanon,Doctorate / PhD,Employed,"1,701 - 2,600 Euro"
23/01/2021 12:08,23/01/2021 12:20,IP Address,100,734,TRUE,23/01/2021 12:20,R_2Xoo628fJX0og1x,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),acceptable,acceptable,acceptable,acceptable,acceptable,acceptable,totally acceptable,acceptable,somewhat not acceptable,totally acceptable,acceptable,somewhat acceptable,agree,agree,somewhat disagree,agree,somewhat agree,agree,agree,somewhat agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Germany,Bachelor,Self-Employed,"more than 5,000 Euro"
23/01/2021 12:21,23/01/2021 12:38,IP Address,100,1029,TRUE,23/01/2021 12:38,R_3G9vrMfxjCEEUyF,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,somewhat acceptable,acceptable,not acceptable,neutral,neutral,not acceptable,somewhat acceptable,acceptable,acceptable,acceptable,not at all acceptable,neutral,strongly agree,somewhat agree,somewhat agree,agree,neutral,neutral,agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(A) an 80% chance of getting 2€ and a 20% chance of getting 1.60€,(A) a 90% chance of getting 2€ and a 10% chance of getting 1.60€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,45-54,Germany,Master / diploma,Self-Employed,"3,601 - 5,000 Euro"
23/01/2021 12:45,23/01/2021 12:55,IP Address,100,557,TRUE,23/01/2021 12:55,R_3MmxN3mWFDejRPn,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),somewhat acceptable,acceptable,neutral,neutral,not acceptable,totally acceptable,somewhat not acceptable,acceptable,neutral,acceptable,not acceptable,not acceptable,agree,strongly agree,agree,agree,neutral,neutral,agree,neutral,agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(A) an 80% chance of getting 2€ and a 20% chance of getting 1.60€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Germany,Master / diploma,Employed,"3,601 - 5,000 Euro"
23/01/2021 12:56,23/01/2021 13:10,IP Address,100,823,TRUE,23/01/2021 13:10,R_1E5vDvXCQJB6HnC,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),acceptable,acceptable,totally acceptable,somewhat acceptable,acceptable,totally acceptable,totally acceptable,somewhat not acceptable,acceptable,acceptable,acceptable,totally acceptable,neutral,agree,agree,agree,neutral,somewhat agree,neutral,neutral,agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Germany,Master / diploma,Employed,"3,601 - 5,000 Euro"
23/01/2021 13:12,23/01/2021 13:21,IP Address,100,545,TRUE,23/01/2021 13:21,R_2SeiVityDxRnAyH,anonymous,EN,I have read the above information and agree to participate in the survey,"Very familiar (I know what it is, how it works and would be able to explain many areas in which Artificial Intelligence could be used)",acceptable,not acceptable,acceptable,not acceptable,acceptable,somewhat acceptable,acceptable,somewhat acceptable,acceptable,somewhat not acceptable,totally acceptable,not acceptable,neutral,somewhat agree,somewhat agree,somewhat agree,disagree,neutral,neutral,somewhat agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(A) an 80% chance of getting 2€ and a 20% chance of getting 1.60€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,45-54,Australia,Bachelor,Self-Employed,"3,601 - 5,000 Euro"
23/01/2021 12:23,23/01/2021 13:38,IP Address,100,4490,TRUE,23/01/2021 13:38,R_3MLp192OG9ZoGwl,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",somewhat acceptable,somewhat acceptable,not acceptable,acceptable,totally acceptable,not acceptable,somewhat acceptable,neutral,somewhat acceptable,neutral,somewhat not acceptable,totally acceptable,somewhat disagree,neutral,Don't know,neutral,somewhat agree,somewhat agree,neutral,disagree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(A) an 80% chance of getting 2€ and a 20% chance of getting 1.60€,(A) a 90% chance of getting 2€ and a 10% chance of getting 1.60€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,45-54,Germany,"Upper secondary school-leaving certificate (Abitur, Fach-/Hochschulreife)",Employed,"3,601 - 5,000 Euro"
23/01/2021 13:38,23/01/2021 13:52,IP Address,100,818,TRUE,23/01/2021 13:52,R_32JzsfnOESJcG5t,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),acceptable,acceptable,totally acceptable,totally acceptable,acceptable,totally acceptable,totally acceptable,totally acceptable,totally acceptable,somewhat acceptable,totally acceptable,acceptable,strongly agree,agree,Don't know,agree,agree,somewhat agree,agree,agree,agree,(B) a 10% chance of getting 3.85€ and a 90% chance of getting 0.10€,(B) a 20% chance of getting 3.85€ and a 80% chance of getting 0.10€,(B) a 30% chance of getting 3.85€ and a 70% chance of getting 0.10€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Australia,Bachelor,Employed,"more than 5,000 Euro"
23/01/2021 13:46,23/01/2021 13:54,IP Address,100,454,TRUE,23/01/2021 13:54,R_Ra7r5edVm0bgPLj,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",totally acceptable,acceptable,totally acceptable,somewhat acceptable,acceptable,acceptable,acceptable,acceptable,acceptable,totally acceptable,totally acceptable,somewhat acceptable,agree,strongly agree,somewhat agree,agree,agree,somewhat agree,agree,agree,agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Australia,Master / diploma,Employed,"more than 5,000 Euro"
23/01/2021 13:54,23/01/2021 14:09,IP Address,100,876,TRUE,23/01/2021 14:09,R_eh7muPhXhxBbL4B,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",somewhat acceptable,acceptable,totally acceptable,somewhat acceptable,acceptable,acceptable,totally acceptable,acceptable,acceptable,neutral,totally acceptable,not acceptable,somewhat agree,agree,agree,somewhat agree,agree,somewhat agree,agree,disagree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Germany,Master / diploma,Employed,"more than 5,000 Euro"
23/01/2021 14:05,23/01/2021 14:22,IP Address,100,1035,TRUE,23/01/2021 14:22,R_Zgzd09fCzfufAvn,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),somewhat acceptable,acceptable,totally acceptable,not acceptable,acceptable,somewhat acceptable,acceptable,somewhat not acceptable,acceptable,neutral,acceptable,acceptable,disagree,somewhat agree,neutral,somewhat agree,neutral,neutral,somewhat disagree,somewhat disagree,somewhat disagree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Germany,Master / diploma,Employed,"3,601 - 5,000 Euro"
23/01/2021 14:15,23/01/2021 14:27,IP Address,100,752,TRUE,23/01/2021 14:27,R_1pSEfpHzgNaguyI,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,neutral,acceptable,not acceptable,totally acceptable,somewhat acceptable,acceptable,acceptable,neutral,acceptable,totally acceptable,not at all acceptable,neutral,somewhat agree,neutral,somewhat agree,strongly agree,agree,neutral,somewhat disagree,disagree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Australia,Apprenticeship,Self-Employed,"more than 5,000 Euro"
